,open_time,close_time,price_sell,price_buy,symbol,direction,qty,profit,commission_usdt,commission_bnb,disposal_date,asset,proceeds,cost,gain_loss,notes,market,exchange,open_time_minute,open_time_day,usd_gbp,bnb_usdt,proceeds_in_gbp,cost_in_gbp,profit_in_gbp,commission_in_gbp,net_profit_in_gbp,interest_in_gbp
0,2024-04-12 09:43:23.889,2024-04-12 09:43:24.119,0.03601,0.03602,CELRUSDT,long,610.8,-0.003054000000000935,0,0.0000264600270189132373544436960255410440367995761334896087646484375,2024-04-12 09:43:24.119,CELR,10.9974539999999993966639522113837301731109619140625,11.000507999999999952933649183250963687896728515625,-0.0030540000000005563,"Long 610.8 CELR @ 0.03602, closed @ 0.03601",spot,BINANCE,2024-04-12 09:43:00,2024-04-12,0.7965099668097426199864230511593632400035858154296875,623,8.759581720531670734576992730,8.775144407646460064939838592,-0.002432541438637397035796409,0.01313014567615193332704945292,-0.015562687114789330362845862,0
1,2024-04-20 04:43:25.550,2024-04-20 04:43:25.781,0.2733,0.2737,SYSUSDT,long,80.0,-0.01600000000000046,0,0.0000293288888888888874158233921463079241220839321613311767578125,2024-04-20 04:43:25.781,SYS,10.931999999999998607336237910203635692596435546875,10.94800000000000039790393202565610408782958984375,-0.01600000000000179,"Long 80 SYS @ 0.27370, closed @ 0.27330",spot,BINANCE,2024-04-20 04:43:00,2024-04-20,0.8040099437741812238300553872250020503997802734375,559.6000000000000227373675443232059478759765625,8.789436705339348019194652439,8.815496634404062020208147577,-0.012864159100388339215511956,0.01319576996432566179798318218,-0.026059929064714001013495138,0
2,2024-04-22 21:43:22.381,2024-04-22 21:43:22.613,0.3658,0.3662,MBOXUSDT,long,42.6,-0.008520000000000244,0,0.0000195306422018348601536523456712046709071728400886058807373046875,2024-04-22 21:43:22.613,MBOX,7.79154000000000035441871659713797271251678466796875,7.80006000000000110361497718258760869503021240234375,-0.00852000000000075,"Long 42.6 MBOX @ 0.36620, closed @ 0.36580",spot,BINANCE,2024-04-22 21:43:00,2024-04-22,0.8080300109184028745090699885622598230838775634765625,598.3999999999999772626324556767940521240234375,6.295798151271173019233358620,6.312126123831103094675686868,-0.006884415693025397863879898,0.009443556866904677578448349833,-0.016327972559930075442328248,0
3,2024-04-22 21:43:22.381,2024-04-22 22:43:22.957,0.3713,0.3662,MBOXUSDT,long,5.400000000000006,0.013769999999999998,0,0.00000248089697495661070975221662582299586574663408100605010986328125,2024-04-22 22:43:22.957,MBOX,1.0025100000000011224443596802302636206150054931640625,0.9887400000000010624745527820778079330921173095703125,0.01377000000000006,"Long 5.4 MBOX @ 0.36620, closed @ 0.37130",spot,BINANCE,2024-04-22 21:43:00,2024-04-22,0.8080300109184028745090699885622598230838775634765625,598.3999999999999772626324556767940521240234375,0.8100581662458089726928159619,0.8001311690985838717000558008,0.0111265732503464560393936164,0.001199576103121355046633455293,0.0099269971472251009927601611,0
4,2024-04-22 21:43:22.381,2024-04-22 21:43:22.613,0.3658,0.3662,MBOXUSDT,long,17.4,-0.0034800000000000993,0,0.000007970825688073394552600470230885321143432520329952239990234375,2024-04-22 21:43:22.613,MBOX,3.18245999999999984453324941569007933139801025390625,3.185939999999999994173549566767178475856781005859375,-0.0034800000000001496,"Long 17.4 MBOX @ 0.36620, closed @ 0.36580",spot,BINANCE,2024-04-22 21:43:00,2024-04-22,0.8080300109184028745090699885622598230838775634765625,598.3999999999999772626324556767940521240234375,2.571523188547380286388334704,2.578189227739845607612392926,-0.002811944437996162917144928,0.003854094754469158306913293920,-0.006666039192465321224058222,0
5,2024-04-22 22:43:22.724,2024-04-22 22:43:22.957,0.3713,0.3716,MBOXUSDT,long,12.799999999999994,-0.0019199999999997882,0,0.000005882300762300759802941700626899290682558785192668437957763671875,2024-04-22 22:43:22.957,MBOX,2.37631999999999976580511429347097873687744140625,2.37823999999999813326212461106479167938232421875,-0.0019199999999983675,"Long 12.8 MBOX @ 0.37160, closed @ 0.37130",spot,BINANCE,2024-04-22 22:43:00,2024-04-22,0.8080300109184028745090699885622598230838775634765625,604.6000000000000227373675443232059478759765625,1.920137875545618929516897141,1.924563002643619532675017549,-0.001551417620962014375327636,0.002873709477038588782792772285,-0.004425127098000603158120408,0
6,2024-04-22 22:43:22.724,2024-04-22 22:43:22.957,0.3713,0.3715,MBOXUSDT,long,41.0,-0.0040999999999995485,0,0.000018852770270270271363820258070376212344854138791561126708984375,2024-04-22 22:43:22.957,MBOX,7.61165000000000002700062395888380706310272216796875,7.6157500000000002415845301584340631961822509765625,-0.004100000000000215,"Long 41 MBOX @ 0.37150, closed @ 0.37130",spot,BINANCE,2024-04-22 22:43:00,2024-04-22,0.8080300109184028745090699885622598230838775634765625,604.6000000000000227373675443232059478759765625,6.150441632607061261574277051,6.162964792731393775876278649,-0.003312923044765625175723256,0.009210237079566889126278341600,-0.012523160124332514302001598,0
7,2024-05-01 18:43:23.669,2024-05-01 18:43:23.902,1.4994,1.5004,FTTUSDT,long,14.66,-0.007329999999999193,0,0.00002929413016270338078234254652887358361113001592457294464111328125,2024-05-01 18:43:23.902,FTT,10.9906020000000008707274901098571717739105224609375,10.9979320000000004853291102335788309574127197265625,-0.007329999999999615,"Long 14.66 FTT @ 1.50040, closed @ 1.49940",spot,BINANCE,2024-05-01 18:43:00,2024-05-01,0.800629997072777488398287459858693182468414306640625,561.3999999999999772626324556767940521240234375,8.799405647088063106675742811,8.818441205463683508721599824,-0.005868617878543150428455695,0.01316694049707725161740131830,-0.019035558375620402045857013,0
8,2024-05-01 18:43:23.669,2024-11-11 08:01:16.403,1.9575,1.5004,FTTUSDT,long,1.3200000000000038,0.30168600000000173,0,0.00000288667578056542758257259524701243691424679127521812915802001953125,2024-11-11 08:01:16.403,FTT,1.2919500000000072592598598930635489523410797119140625,0.99026400000000014411938309422112070024013519287109375,0.3016860000000071,"Long 1.32 FTT @ 1.50040, closed @ 1.95750",spot,BINANCE,2024-05-01 18:43:00,2024-05-01,0.800629997072777488398287459858693182468414306640625,561.3999999999999772626324556767940521240234375,1.034373924718180688117367860,0.7941325482083642112591793152,0.2415388612969036459598248620,0.001297484787087169101636317180,0.2402413765098164768581885448,0
9,2024-05-07 23:43:23.523,2024-05-07 23:43:23.753,1.86,1.862,FIROUSDT,long,8.4,-0.008400000000000008,0,0.00002018847457627118523854591047861362085313885472714900970458984375,2024-05-07 23:43:23.753,FIRO,7.812000000000001165290086646564304828643798828125,7.8204000000000011283418643870390951633453369140625,-0.008399999999999963,"Long 8.4 FIRO @ 1.86200, closed @ 1.86000",spot,BINANCE,2024-05-07 23:43:00,2024-05-07,0.79619003036939195450116812935448251664638519287109375,579.1000000000000227373675443232059478759765625,6.219836517245690876355474903,6.235832887092702316334141860,-0.006687996255102863000003609,0.009308373591908576978663347807,-0.015996369847011439978666957,0
